id,EAP,HPL,MWS
id19728,0.6383219,0.1647942,0.1968839
id25281,0.33262995,0.037588883,0.62978125
id03036,0.51538485,0.22416082,0.26045436
id12020,0.7423253,0.13821527,0.11945942
id04949,0.9755268,0.00989642,0.014576757
id09194,0.080795065,0.020613318,0.89859164
id01172,0.89627844,0.084917955,0.018803675
id21956,0.0040735626,0.99351966,0.0024068207
id01830,0.037385445,0.55960494,0.40300962
id25698,0.88543636,0.012927195,0.10163647
id22366,0.6585913,0.065478586,0.27593014
id17453,0.82593286,0.053797446,0.12026971
id15797,0.025580036,0.91862667,0.055793375
id14132,0.8520901,0.1333865,0.014523406
id22533,0.26820266,0.5150032,0.2167942
id25269,0.41748267,0.57309884,0.009418515
id06356,0.9721298,0.0015454275,0.02632475
id27761,0.29010612,0.05268538,0.6572085
id04015,0.011545498,0.9798074,0.008647216
id08936,0.6699594,0.15891239,0.17112824
id02672,0.04360539,0.91518515,0.041209497
id01301,0.018451037,0.9695715,0.011977513
id11714,0.058213733,0.93875927,0.0030270366
id22514,0.21947254,0.022609968,0.7579175
id25671,0.9744749,0.0076341173,0.017891025
id27169,0.9109215,0.05422326,0.034855273
id07849,0.7411781,0.2279051,0.030916847
id03066,0.08475132,0.20558897,0.70965976
id19449,0.11455978,0.013947377,0.87149286
id15830,0.005820295,0.9932085,0.0009712055
id26636,0.0008760402,0.00014773625,0.9989763
id00037,0.080604754,0.035863567,0.8835317
id25376,0.760903,0.10742183,0.1316752
id01019,0.63449025,0.24389169,0.12161809
id04152,0.8064675,0.079701304,0.11383123
id19373,0.083176,0.83889383,0.07793024
id04861,0.008287052,0.96704555,0.024667466
id17577,0.8683105,0.007780378,0.123909146
id17205,0.89118063,0.02766557,0.081153825
id03307,0.90491724,0.08475183,0.010330978
id09691,0.45129836,0.4582618,0.090439886
id23247,0.113182284,0.020398231,0.86641943
id02698,0.08591348,0.049764812,0.86432177
id01371,0.17420119,0.027476935,0.79832184
id11720,0.22789147,0.5164023,0.25570625
id06141,0.07565891,0.021212362,0.90312874
id03603,0.9716455,0.0172801,0.0110744815
id20705,0.27132666,0.4650942,0.2635791
id26332,0.758917,0.008903986,0.2321791
id06098,0.9308088,0.039508022,0.029683206
id19151,0.080274716,0.83491707,0.08480823
id01329,0.8240365,0.027722476,0.14824107
id13295,0.9414482,0.046869393,0.011682427
id09591,0.01438365,0.9577825,0.02783387
id16597,0.07941371,0.7342074,0.18637891
id27949,0.7876936,0.0057750475,0.20653133
id27876,0.81329477,0.049125213,0.13758005
id25218,0.6301452,0.28465155,0.08520325
id27692,0.7456293,0.06805281,0.18631795
id12312,0.019670876,0.011168482,0.9691607
id20113,0.1412389,0.4482208,0.41054037
id27404,0.9500595,0.040551595,0.009388948
id07585,0.11527777,0.63527906,0.24944323
id16895,0.49911505,0.013077017,0.487808
id11003,0.07484129,0.028360268,0.89679843
id08978,0.961334,0.019939795,0.018726246
id27809,0.7327016,0.14413136,0.12316707
id14246,0.9844196,0.010696227,0.004884242
id04980,0.057565942,0.03080646,0.91162765
id04970,0.0081956135,0.12595822,0.8658462
id01654,0.42911765,0.23193638,0.33894598
id21585,0.16237025,0.19799832,0.63963145
id05899,0.02488245,0.9248407,0.05027689
id04561,0.6715293,0.19518833,0.13328241
id20502,0.12499049,0.33082572,0.54418385
id18908,0.030905489,0.031585746,0.9375088
id05906,0.91145,0.077142805,0.011407213
id17324,0.0043116375,0.99412847,0.0015600034
id26919,0.9720285,0.008391457,0.019580102
id08711,0.020369105,0.45260274,0.5270282
id20240,0.027910095,0.9420994,0.029990561
id27940,0.16928259,0.78968155,0.041035954
id11694,0.55579835,0.43087935,0.013322372
id10469,0.15282172,0.00723559,0.8399427
id12835,0.86738527,0.009396005,0.12321877
id15924,0.056844294,0.013707115,0.9294486
id04515,0.19918245,0.12811512,0.67270243
id00960,0.9676985,0.009495584,0.02280596
id23496,0.9132742,0.004150263,0.08257551
id09682,0.53020716,0.13108961,0.33870324
id17159,0.0021113288,0.00069902855,0.99718964
id03633,0.8451152,0.07412961,0.080755256
id16054,0.49295834,0.23566134,0.2713803
id06053,0.84267753,0.088754244,0.06856825
id10265,0.8863939,0.06682478,0.046781376
id16601,0.007471444,0.9333948,0.059133783
id11834,0.8935524,0.03661794,0.06982966
id15959,0.70172524,0.03834308,0.2599317
id26296,0.047835678,0.9213284,0.030835837
id11366,0.16066918,0.5166719,0.32265893
id08827,0.18526492,0.81082755,0.003907584
id25430,0.014714522,0.002469623,0.9828159
id15283,0.53749985,0.19641715,0.26608303
id06697,0.037253406,0.93797326,0.024773324
id20445,0.049008686,0.94069517,0.010296217
id16418,0.42394722,0.5532374,0.02281541
id15440,0.8233229,0.14064111,0.036036048
id26888,0.98595786,0.009501504,0.004540708
id27413,0.99740875,0.000745068,0.0018462273
id07783,0.030140713,0.92234504,0.047514297
id15961,0.3598743,0.044041574,0.5960842
id19221,0.5724476,0.22959526,0.19795719
id12753,0.034572944,0.29060686,0.6748202
id03421,0.0071113026,0.0024575412,0.9904312
id20021,0.87042856,0.026929349,0.102642104
id18395,0.7963748,0.1876753,0.015949948
id11491,0.8404759,0.06618374,0.09334038
id22139,0.09058763,0.7590991,0.1503133
id18644,0.24036229,0.3120612,0.44757652
id26078,0.17366822,0.016764747,0.8095671
id15507,0.9434501,0.022313742,0.034236223
id23587,0.12791769,0.45578238,0.41629997
id25959,0.7274148,0.26415297,0.008432314
id08838,0.74351686,0.13209435,0.124388844
id14923,0.18121988,0.8049614,0.01381879
id26470,0.063434824,0.56245995,0.37410522
id02383,0.46679643,0.25347072,0.2797329
id24619,0.8426112,0.047558516,0.109830305
id07263,0.8549622,0.043102182,0.101935625
id19358,0.72207636,0.047710415,0.23021327
id05571,0.6732128,0.30707863,0.019708585
id15343,0.00094327517,0.992453,0.0066037416
id10482,0.75428164,0.031911198,0.21380723
id27020,0.9235515,0.0033633169,0.07308517
id15133,0.031589888,0.016562901,0.95184726
id16417,0.6582608,0.053670213,0.288069
id25311,0.03011487,0.0070886235,0.96279657
id07402,0.364499,0.07359392,0.5619072
id01064,0.105793975,0.018835645,0.87537044
id05964,0.23697302,0.45598832,0.30703872
id10044,0.48417217,0.15448445,0.3613434
id06740,0.5419269,0.36971778,0.088355355
id17439,0.6920072,0.095591314,0.2124015
id26646,0.57706034,0.09992858,0.32301116
id15076,0.905622,0.046725642,0.0476524
id19617,0.08632471,0.7912616,0.122413695
id21453,0.08819123,0.019006625,0.8928021
id19419,0.2650598,0.049738396,0.6852019
id03244,0.017261147,0.9689606,0.013778292
id20539,0.019021798,0.89653516,0.08444303
id19740,0.9216641,0.051763065,0.026572851
id06471,0.14766534,0.7150888,0.13724592
id15807,0.37899172,0.3114389,0.30956942
id12419,0.07764184,0.73323965,0.1891186
id14753,0.07389173,0.14647509,0.77963316
id26980,0.35937953,0.51011527,0.13050522
id15735,0.018261272,0.13339046,0.8483483
id12769,0.08543262,0.098783925,0.8157835
id07126,0.694053,0.034705807,0.27124125
id18509,0.093514584,0.776307,0.13017845
id09082,0.91908574,0.022522803,0.05839148
id04092,0.98192006,0.0071066557,0.01097331
id07307,0.42498398,0.32307816,0.2519379
id13237,0.23445225,0.6525515,0.11299637
id03208,0.80085754,0.08847906,0.110663414
id11259,0.9692936,0.010392193,0.020314243
id22787,0.09091484,0.33955503,0.5695301
id06383,0.8525848,0.11283894,0.034576308
id24551,0.6632466,0.2557627,0.08099077
id18094,0.24981606,0.22362918,0.5265548
id00620,0.035568967,0.108975194,0.8554559
id27408,0.02348825,0.22905119,0.7474606
id02872,0.000120398865,0.028903814,0.97097576
id13378,0.7366867,0.11560631,0.14770702
id06108,0.5657679,0.068013564,0.36621863
id27149,0.007606999,0.94453543,0.04785762
id22652,0.24380016,0.043503985,0.7126959
id21224,0.9171465,0.0150473695,0.0678062
id14826,0.39218277,0.5543224,0.053494867
id14600,0.003230244,0.002003867,0.9947659
id13204,0.04451812,0.027170526,0.92831135
id27106,0.56352985,0.005388684,0.43108156
id24102,0.030064778,0.5514821,0.41845316
id21512,0.9668543,0.0021193814,0.031026378
id24294,0.93383163,0.007055878,0.059112493
id17416,0.9726144,0.0048595094,0.022526126
id13943,0.5207331,0.33706695,0.1421999
id04656,0.0778842,0.89815676,0.023959052
id08804,0.91107655,0.0521543,0.03676922
id01626,0.11905706,0.72503716,0.15590581
id22132,0.14158195,0.051455673,0.80696243
id24059,0.6343297,0.07779305,0.28787732
id10319,0.9439675,0.027733397,0.028299052
id04715,0.004402762,0.983593,0.01200435
id07576,0.016047474,0.007335256,0.97661734
id20788,0.7527109,0.05965007,0.18763912
id27005,0.72880936,0.16777131,0.10341941
id02682,0.8962748,0.07288773,0.030837532
id16180,0.3175367,0.4554784,0.22698492
id01549,0.026681371,0.009760445,0.9635582
id26168,0.019303735,0.9524218,0.028274527
id22584,0.7272214,0.03043912,0.24233949
id16703,0.5560468,0.031832438,0.41212085
id05379,0.6121287,0.015416703,0.37245464
id17025,0.4862516,0.07429762,0.4394508
id07009,0.20775756,0.73022556,0.062016908
id20058,0.3625058,0.5550407,0.082453564
id20975,0.07367442,0.016615167,0.9097104
id15401,0.63981104,0.24373987,0.11644906
id18143,0.69911444,0.10057352,0.20031208
id22919,0.13029954,0.22744715,0.64225334
id19258,0.992669,0.0014576507,0.005873418
id02011,0.42070478,0.015544757,0.5637505
id19374,0.016318368,0.93271786,0.050963838
id23978,0.15322551,0.6121514,0.2346231
id05170,0.050491963,0.94924057,0.0002675087
id10724,0.33380568,0.04752027,0.61867404
id26472,0.31094527,0.056908112,0.6321466
id08056,0.51202786,0.005395964,0.48257622
id23159,0.12961975,0.55733377,0.31304654
id15592,0.014892608,0.06501809,0.92008936
id08709,0.9387322,0.008231798,0.053036056
id04043,0.012387341,0.00071880216,0.9868939
id13462,0.10176147,0.504466,0.39377257
id01478,0.17717072,0.3125582,0.5102711
id06151,0.15466279,0.64307815,0.20225911
id00128,0.25403243,0.707758,0.03820961
id16309,0.00369538,0.045373533,0.9509311
id01437,0.9057659,0.043033276,0.051200915
id17059,0.043180563,0.95525086,0.00156862
id13843,0.13075498,0.025506005,0.8437391
id12362,0.010863931,0.018855765,0.9702803
id18568,0.29384738,0.51534986,0.1908028
id13782,0.76555264,0.03092606,0.20352139
id06566,0.2682141,0.34978694,0.38199902
id25194,0.71987647,0.2120066,0.068116985
id14118,0.41774398,0.030175999,0.5520801
id26822,0.24030988,0.17374164,0.58594847
id25538,0.25654474,0.04997418,0.6934811
id00431,0.0065629235,0.0048408317,0.98859626
id08336,0.38869274,0.2062175,0.40508983
id18990,0.9546492,0.015279518,0.030071277
id24554,0.88034546,0.016662572,0.10299201
id22547,0.34129965,0.5971421,0.061558314
id14490,0.28279954,0.46274137,0.25445914
id19980,0.61675006,0.04106817,0.3421818
id02580,0.0017465961,0.051767144,0.94648635
id05358,0.070753664,0.9031535,0.026092915
id06444,0.7512208,0.1781393,0.07063982
id10195,0.59884095,0.33009073,0.07106836
id11425,0.0005866728,0.99293256,0.0064808116
id17845,0.16353369,0.032047637,0.8044187
id19783,0.14043525,0.06644936,0.7931154
id15816,0.19894415,0.45345214,0.34760377
id08433,0.8681323,0.040390257,0.0914775
id05956,0.8351096,0.11483383,0.05005669
id23763,0.06214604,0.21916363,0.71869034
id11271,0.017184434,0.006747913,0.9760677
id10467,0.6688255,0.02421474,0.3069598
id16679,0.94533527,0.0013158103,0.053348936
id26524,0.21559033,0.76445514,0.019954594
id26341,0.00387741,0.006822655,0.9892999
id03443,0.7522383,0.2051951,0.042566624
id22193,0.69597626,0.17329869,0.13072506
id07485,0.09294681,0.8208777,0.08617553
id09439,0.1556348,0.73263717,0.11172809
id15953,0.071226016,0.13814521,0.7906288
id15598,0.46703812,0.38606116,0.14690071
id19749,0.25725088,0.21078527,0.5319639
id27715,0.7304781,0.04199349,0.22752845
id00017,0.9864867,0.006911065,0.006602319
id23417,0.8242303,0.0805319,0.09523776
id04070,0.28508776,0.023760764,0.6911515
id15872,0.15694669,0.74915135,0.09390197
id08716,0.14486337,0.84140086,0.013735778
id00790,0.5985477,0.059633836,0.34181845
id02057,0.4011258,0.30952144,0.28935277
id09371,0.9952555,0.00052562426,0.0042188754
id04818,0.0002711534,0.00049901963,0.99922985
id12567,0.014382374,0.98443896,0.0011786374
id15859,0.097754456,0.32496297,0.5772826
id27743,0.4645564,0.14311662,0.39232695
id23113,0.6563413,0.26980442,0.07385426
id23021,0.7270527,0.11668203,0.15626532
id19967,0.11195496,0.08304435,0.8050008
id06222,0.90842307,0.06634434,0.025232648
id08575,0.8414314,0.080382854,0.07818578
id24637,0.090842545,0.7814591,0.12769842
id08691,0.03512029,0.006972277,0.95790744
id16351,0.7383684,0.13254297,0.12908871
id04184,0.30273077,0.26897556,0.42829373
id11506,0.86210066,0.122949384,0.014949987
id17651,0.2822547,0.058963794,0.6587816
id17399,0.024684358,0.9712253,0.004090347
id25010,0.17072147,0.19988605,0.6293925
id17426,0.4652642,0.5018836,0.03285217
id20683,0.3354926,0.009930313,0.65457714
id18359,0.42733368,0.2803691,0.29229727
id11810,0.7955481,0.013300218,0.19115178
id14999,0.0138696,0.98487544,0.0012548983
id03864,0.06880317,0.08954282,0.841654
id27347,0.57753444,0.09616899,0.3262966
id05564,0.06292807,0.055536706,0.8815353
id27054,0.50575495,0.38646644,0.10777865
id09646,0.030954182,0.92788565,0.041160215
id11380,0.021469548,0.005013052,0.9735174
id21281,0.031468283,0.04757223,0.9209595
id15493,0.0055376594,0.99112105,0.003341274
id26916,0.06651077,0.00073423766,0.932755
id07810,0.47744972,0.14489774,0.37765253
id24830,0.04285191,0.028056271,0.9290919
id10531,0.08146703,0.8306986,0.08783441
id10855,0.8632453,0.04195422,0.09480051
id20493,0.00028476864,0.00013145586,0.9995838
id18938,0.99318004,0.0055510662,0.0012689163
id17834,0.032658506,0.008617978,0.95872355
id06425,0.60523343,0.26706567,0.12770094
id06111,0.85897243,0.074472874,0.066554755
id10637,0.73263514,0.08483913,0.18252574
id14109,0.8962181,0.09481534,0.008966628
id14217,0.78536206,0.14403126,0.07060672
id14524,0.35444725,0.34740293,0.29814976
id07676,0.82117915,0.114946075,0.06387481
id16720,0.0004899355,7.626995e-05,0.9994339
id05393,0.9914983,0.0042494703,0.0042522154
id13061,0.2230568,0.23468742,0.54225576
id21790,0.4607976,0.022147417,0.517055
id17251,0.011096172,0.02328228,0.9656216
id10810,0.1425724,0.687755,0.16967264
id25410,0.884006,0.002244281,0.11374975
id02685,0.9779234,0.0141217485,0.007954905
id12355,0.44735366,0.53183913,0.020807268
id21664,0.012851611,0.9771093,0.0100391405
id10797,0.69009346,0.06408191,0.24582466
id15989,0.0217568,0.7207613,0.25748193
id08723,0.025089798,0.0033191596,0.9715911
id04766,0.4645944,0.03487576,0.5005299
id20153,0.9438448,0.011205324,0.044949844
id22479,0.8439879,0.11771163,0.038300533
id05025,0.28308028,0.31218165,0.40473813
id02529,0.72077453,0.20983885,0.069386594
id25915,0.021098912,0.95120895,0.027692143
id16755,0.39693457,0.42322552,0.17983994
id20221,0.17498627,0.07945466,0.7455591
id26588,0.007079982,0.9837004,0.009219675
id19227,0.5108079,0.21795364,0.27123857
id15299,0.107601,0.0022151833,0.89018387
id06942,0.36257687,0.07163737,0.56578577
id16673,0.5765496,0.37597346,0.047477014
id17924,0.019428216,0.87599015,0.104581684
id08453,0.9039618,0.043491658,0.052546553
id15828,0.95647156,0.013452805,0.030075615
id07906,0.92180455,0.04459675,0.033598717
id17730,0.9738052,0.01734948,0.008845362
id17972,0.81496286,0.06786199,0.11717508
id10514,0.018617172,0.00470669,0.9766762
id23319,0.87384564,0.054173492,0.07198094
id00661,0.55725396,0.4065603,0.036185846
id01817,0.882901,0.072145715,0.04495333
id13940,0.0532283,0.86452794,0.082243845
id00983,0.9520992,0.032627255,0.015273593
id16041,0.92609763,0.016996115,0.056906246
id12549,0.01556783,0.9418359,0.04259633
id00877,0.009453254,0.98839664,0.002150149
id11109,0.027375095,0.9633707,0.009254334
id07619,0.10092373,0.6942433,0.20483296
id19955,0.10063951,0.005606451,0.8937541
id07755,0.56645334,0.37269625,0.060850363
id15769,0.14469495,0.0031339978,0.85217106
id19584,0.039495796,0.31556317,0.64494103
id12293,0.08839749,0.91052985,0.001072697
id25325,0.1177395,0.49424872,0.38801178
id26289,0.1814296,0.2336928,0.5848776
id22401,0.76689386,0.072791174,0.160315
id23973,0.27991,0.033596125,0.68649393
id15555,0.6285032,0.036907833,0.33458894
id27512,0.40075094,0.50484157,0.09440748
id18243,0.12018703,0.11932604,0.76048696
id17216,0.16947971,0.023026165,0.80749416
id14744,0.17637786,0.055524297,0.7680979
id02127,0.052980214,0.9360957,0.010924036
id25878,0.06597904,0.02404194,0.909979
id01159,0.78434974,0.14890742,0.06674291
id27182,0.4554726,0.26152495,0.28300256
id23392,0.062353496,0.039339513,0.898307
id10573,0.9822961,0.016411416,0.0012924984
id23028,0.23625328,0.11771749,0.6460293
id19804,0.05990536,0.85550106,0.08459357
id00490,0.08263684,0.0052341647,0.912129
id16001,0.7660848,0.146186,0.08772925
id07706,0.03472533,0.7136142,0.25166053
id05593,0.100003,0.23945615,0.6605409
id18027,0.96926194,0.013363688,0.01737436
id18935,0.7343478,0.16630973,0.099342436
id20888,0.25877225,0.58769906,0.15352872
id16966,0.36632574,0.16196007,0.4717142
id26532,0.94898796,0.00788168,0.043130394
id09912,0.0025543463,0.8609326,0.13651316
id12124,0.83059776,0.00738639,0.16201591
id23853,0.9765156,0.018884618,0.0045998
id08064,0.4448865,0.34265754,0.21245599
id03696,0.06604618,0.73481184,0.199142
id12732,0.038381442,0.00055836147,0.9610602
id04163,0.03231565,0.9094423,0.058242153
id04221,0.003838545,0.95315963,0.043001894
id21297,0.3044811,0.10353738,0.59198153
id12874,0.058257125,0.92260736,0.019135594
id21617,0.79989785,0.016179934,0.1839222
id12633,0.5706907,0.40980035,0.019509017
id14349,0.96456623,0.024434168,0.010999626
id10417,0.35796827,0.34665424,0.2953775
id15216,0.7745185,0.10556243,0.11991914
id23881,0.015190746,0.0063366075,0.9784727
id25155,0.86194474,0.018198168,0.11985716
id02928,0.8667494,0.1093736,0.023876986
id21686,0.6729559,0.01527321,0.31177098
id27254,0.81784654,0.09729665,0.08485693
id21409,0.98147714,0.008637105,0.009885753
id06090,0.077615485,0.9042025,0.018182032
id11863,0.88982904,0.019434074,0.0907369
id22107,0.5030155,0.13758172,0.35940284
id25554,0.042566326,0.022585182,0.93484855
id17524,0.94623476,0.021543536,0.032221697
id16281,0.42806816,0.51437473,0.057557184
id17075,0.79050064,0.20474108,0.0047583254
id25050,0.020003622,0.0013846175,0.9786118
id11612,0.19900618,0.030246835,0.770747
id07216,0.010968384,0.010200442,0.97883123
id10306,0.7392012,0.030476619,0.23032227
id10171,0.31742144,0.5336195,0.14895907
id04729,0.7421452,0.19337967,0.064475186
id07364,0.36357483,0.12040813,0.516017
id03130,0.21035177,0.52672803,0.26292023
id21052,0.90875834,0.07854962,0.012691997
id09225,0.13081023,0.00831699,0.8608728
id17402,0.03003946,0.0035747983,0.9663858
id09422,0.8593199,0.01753268,0.1231474
id21345,0.06027384,0.93143696,0.008289229
id24175,0.4246826,0.20139503,0.3739224
id15198,0.5300077,0.1883724,0.28161994
id01837,0.9147569,0.04598638,0.039256766
id16017,0.9579196,0.015570656,0.026509844
id22555,0.32263368,0.21059665,0.4667697
id15581,0.7726092,0.047526915,0.17986391
